"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","196","TC_AR_018 - Login page performance","chromium","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","423","TC_PD_004 - Verify page renders successfully","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","722","TC_PD_007 - Verify page remains interactive","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","1121","TC_PD_009 - Verify page refresh functionality","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","1011","TC_HN_003 - Verify navigation links are accessible","webkit","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","745","TC_FV_005 - Verify page loads successfully","webkit","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","334","TC_API_009 - Verify API response is not empty","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","798","TC_AR_013 - Email field accepts input","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1067","TC_AR_017 - Mobile responsiveness","webkit","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1306","TC_CF_010 - Verify checkout body visibility","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","931","TC_PD_011 - Verify keyboard navigation support","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","1172","TC_PD_010 - Verify URL remains valid after refresh","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","773","TC_PF_001 - Verify product listing page loads","firefox","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","232","TC_FV_004 - Verify page is accessible","chromium","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","436","TC_HN_004 - Verify homepage URL correctness","firefox","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","933","TC_PF_013 - Verify categories dropdown opens","chromium","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","1279","TC_PS_002 - Verify search box is enabled","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","665","TC_PS_001 - Verify search box is visible","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","2289","TC_CF_005 - Verify checkout page is displayed","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","1185","TC_PF_004 - Verify Categories menu is visible","webkit","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","1382","TC_PS_005 - Verify case insensitive search","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","1346","TC_PD_011 - Verify keyboard navigation support","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","684","TC_PS_013 - Verify search performance","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","474","TC_API_006 - Verify single product API returns status 200","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","1011","TC_HN_009 - Verify page refresh functionality","firefox","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","572","TC_FV_005 - Verify page loads successfully","firefox","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","886","TC_FV_008 - Verify page can be reopened","firefox","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","985","TC_HN_011 - Verify keyboard navigation support","webkit","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","517","TC_PD_005 - Verify page content is displayed","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","857","TC_PF_009 - Verify category filters exist","chromium","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","380","TC_API_007 - Verify invalid product API handling","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","965","TC_PS_012 - Verify search field accepts long text","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","956","TC_HN_001 - Verify homepage loads successfully","webkit","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","697","TC_RB_005 - Verify navigation accessible on Mobile","firefox","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","782","TC_CF_006 - Verify checkout page content exists","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","1929","TC_AR_002 - Login with invalid password","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","540","TC_API_014 - Verify homepage network performance","firefox","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","1300","TC_PS_004 - Search using partial product name","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","711","TC_PS_008 - Search with special characters","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","335","TC_AR_015 - Login page refresh functionality","chromium","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","334","TC_API_003 - Verify products API response time","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","537","TC_FV_006 - Verify keyboard interaction works","chromium","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","423","TC_PD_001 - Verify homepage loads successfully","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","2278","TC_CF_001 - Verify navigation to checkout page","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","5849","TC_AR_002 - Login with invalid password","webkit","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1030","TC_CF_001 - Verify navigation to checkout page","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","519","TC_FV_003 - Verify page contains text","webkit","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","1382","TC_PF_013 - Verify categories dropdown opens","webkit","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","2307","TC_CF_011 - Verify checkout page remains accessible","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","437","TC_API_001 - Verify homepage returns status 200","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","408","TC_PD_003 - Verify page contains product-related information","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","806","TC_PF_006 - Verify Power Tools category navigation","chromium","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","5036","TC_API_001 - Verify homepage returns status 200","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","697","TC_PS_012 - Verify search field accepts long text","firefox","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","747","TC_CF_009 - Verify checkout URL contains checkout keyword","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","1387","TC_CF_015 - Verify checkout page remains accessible after refresh","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","808","TC_AR_010 - Empty password validation","chromium","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","533","TC_HN_010 - Verify page content is displayed","firefox","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","245","TC_FV_002 - Verify page content exists","chromium","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","4391","TC_PS_007 - Search with invalid product","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","1070","TC_PD_007 - Verify page remains interactive","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","857","TC_FV_006 - Verify keyboard interaction works","firefox","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","671","TC_HN_004 - Verify homepage URL correctness","webkit","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","566","has title","firefox","2026-06-04","passed","2026-06-04","","example.spec.js","",""
"","1624","TC_CF_005 - Verify checkout page is displayed","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","942","TC_PD_001 - Verify homepage loads successfully","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","527","TC_PD_001 - Verify homepage loads successfully","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","585","TC_HN_005 - Verify no broken internal links","chromium","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","320","TC_HN_004 - Verify homepage URL correctness","chromium","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","1749","TC_API_011 - Verify network requests complete successfully","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","768","TC_FV_001 - Verify homepage loads","webkit","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","630","TC_PF_002 - Verify Filters section is visible","chromium","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","2129","TC_PS_010 - Search with empty input","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","547","TC_PD_004 - Verify page renders successfully","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","552","TC_PD_003 - Verify page contains product-related information","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","882","TC_AR_018 - Login page performance","webkit","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","784","TC_PD_005 - Verify page content is displayed","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","753","TC_PS_004 - Search using partial product name","firefox","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","498","TC_API_007 - Verify invalid product API handling","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","987","TC_RB_001 - Verify homepage loads on Desktop","webkit","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","2343","TC_CF_002 - Verify checkout page URL","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","1359","TC_PS_013 - Verify search performance","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","812","TC_PF_004 - Verify Categories menu is visible","firefox","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","815","TC_AR_007 - Password field masking","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","4198","TC_FV_002 - Verify page content exists","firefox","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","510","TC_PD_005 - Verify page content is displayed","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","973","TC_PD_011 - Verify keyboard navigation support","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","1165","TC_PS_014 - Verify page remains stable after multiple searches","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","1682","TC_RB_006 - Verify content visible on all screen sizes","webkit","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","793","TC_CF_007 - Verify page accepts interaction","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","982","TC_RB_003 - Verify homepage loads on Mobile","webkit","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","714","TC_PS_004 - Search using partial product name","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","1452","TC_RB_009 - Verify homepage refresh works on mobile","webkit","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","992","TC_RB_002 - Verify homepage loads on Tablet","webkit","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","1435","TC_HN_012 - Verify homepage load performance","webkit","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","641","TC_PF_009 - Verify category filters exist","firefox","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","1433","TC_CF_004 - Verify checkout page is accessible","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","881","TC_PD_002 - Verify page content exists","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","632","TC_AR_006 - Verify login button visibility","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1795","TC_RB_010 - Verify page performance across viewports","webkit","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","806","TC_CF_005 - Verify checkout page is displayed","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","943","TC_PS_010 - Search with empty input","firefox","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","1340","TC_PD_009 - Verify page refresh functionality","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","590","TC_PD_008 - Verify buttons exist on page","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","472","TC_API_007 - Verify invalid product API handling","firefox","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","672","TC_PS_012 - Verify search field accepts long text","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","709","TC_RB_010 - Verify page performance across viewports","chromium","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","677","TC_PD_006 - Verify page is accessible","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","245","TC_FV_005 - Verify page loads successfully","chromium","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","712","TC_RB_007 - Verify page remains usable after resize","firefox","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","354","TC_API_013 - Verify API response body is not empty","firefox","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","1001","TC_RB_004 - Verify page content visible on Desktop","webkit","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","788","TC_CF_001 - Verify navigation to checkout page","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","1072","TC_PS_005 - Verify case insensitive search","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","884","TC_RB_009 - Verify homepage refresh works on mobile","firefox","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","410","TC_API_008 - Verify API response contains data","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","880","TC_PF_011 - Verify price filter section exists","firefox","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","2592","TC_PS_009 - Search with numeric values","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","431","TC_API_008 - Verify API response contains data","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","943","TC_HN_005 - Verify no broken internal links","webkit","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","855","TC_PD_010 - Verify URL remains valid after refresh","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","1064","TC_AR_005 - Verify password field visibility","webkit","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","2180","TC_CF_006 - Verify checkout page content exists","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","861","TC_PF_004 - Verify Categories menu is visible","chromium","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","493","TC_API_015 - Verify API content-type header","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","2121","TC_AR_002 - Login with invalid password","chromium","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1386","get started link","webkit","2026-06-04","passed","2026-06-04","","example.spec.js","",""
"","841","TC_PF_005 - Verify Hand Tools category navigation","firefox","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","1213","TC_RB_007 - Verify page remains usable after resize","webkit","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","620","TC_PS_001 - Verify search box is visible","firefox","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","3141","TC_PD_009 - Verify page refresh functionality","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","507","TC_RB_009 - Verify homepage refresh works on mobile","chromium","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","551","TC_CF_014 - Verify keyboard navigation support","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","679","TC_FV_010 - Verify page performance","webkit","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","3670","TC_PF_008 - Verify Hammer filter is clickable","webkit","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","747","TC_AR_015 - Login page refresh functionality","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1311","Find Product Locators","webkit","2026-06-04","passed","2026-06-04","","locator.spec.js","",""
"","5311","TC_CF_008 - Verify page contains buttons","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","982","TC_CF_015 - Verify checkout page remains accessible after refresh","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","1101","TC_AR_009 - Empty email validation","chromium","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","497","TC_API_009 - Verify API response is not empty","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","791","TC_CF_004 - Verify checkout page is accessible","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","539","TC_RB_004 - Verify page content visible on Desktop","chromium","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","1071","TC_CF_017 - Verify checkout page responsiveness","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","2600","TC_FV_007 - Verify URL is valid","webkit","2026-06-04","passed","2026-06-04","Forms & Validation Testing","FormsValidation.spec.js","",""
"","475","TC_PD_002 - Verify page content exists","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","879","TC_PF_010 - Verify brand filters section exists","firefox","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","715","TC_RB_003 - Verify homepage loads on Mobile","firefox","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","744","TC_AR_007 - Password field masking","chromium","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","529","TC_API_002 - Verify products API returns status 200","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","748","TC_CF_008 - Verify page contains buttons","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","750","TC_RB_002 - Verify homepage loads on Tablet","firefox","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","1509","TC_CF_003 - Verify checkout page content loads","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","614","TC_PD_006 - Verify page is accessible","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","791","TC_CF_010 - Verify checkout body visibility","chromium","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","1405","TC_API_012 - Verify homepage loads without major network failures","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","421","TC_PD_007 - Verify page remains interactive","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","977","TC_AR_009 - Empty email validation","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1036","TC_AR_017 - Mobile responsiveness","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1142","TC_CF_017 - Verify checkout page responsiveness","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","858","TC_CF_007 - Verify page accepts interaction","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","1287","TC_PS_008 - Search with special characters","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","1021","TC_AR_014 - Password field accepts special characters","webkit","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","897","TC_HN_006 - Verify homepage responsive layout on mobile","chromium","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","380","TC_API_011 - Verify network requests complete successfully","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","2266","TC_CF_009 - Verify checkout URL contains checkout keyword","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","940","TC_HN_008 - Verify navigation bar visibility","webkit","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","583","TC_PF_001 - Verify product listing page loads","chromium","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","467","TC_API_002 - Verify products API returns status 200","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","539","TC_API_013 - Verify API response body is not empty","webkit","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","1240","TC_PS_010 - Search with empty input","webkit","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","994","TC_PD_001 - Verify homepage loads successfully","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","368","TC_PD_008 - Verify buttons exist on page","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","2116","TC_AR_003 - Login with invalid email","chromium","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1112","TC_CF_018 - Verify checkout page performance","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","327","TC_HN_011 - Verify keyboard navigation support","chromium","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","709","TC_PD_010 - Verify URL remains valid after refresh","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","534","TC_PD_005 - Verify page content is displayed","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","394","TC_API_005 - Verify products API contains product data","chromium","2026-06-04","passed","2026-06-04","API & Network Validation","APINetwork.spec.js","",""
"","2180","TC_PD_008 - Verify buttons exist on page","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","829","TC_HN_012 - Verify homepage load performance","firefox","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
"","2044","TC_CF_010 - Verify checkout body visibility","webkit","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","731","TC_RB_006 - Verify content visible on all screen sizes","chromium","2026-06-04","passed","2026-06-04","Responsive & Cross Browser UI","Responsive-CrossBrowserUI.spec.js","",""
"","948","TC_PD_010 - Verify URL remains valid after refresh","firefox","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","1729","TC_PF_012 - Verify filter panel remains visible after category selection","webkit","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","1262","TC_PS_002 - Verify search box is enabled","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","1045","TC_PD_002 - Verify page content exists","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","ProductDetails.spec.js","",""
"","751","TC_AR_014 - Password field accepts special characters","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","1051","TC_PD_008 - Verify buttons exist on page","webkit","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","503","TC_PS_003 - Search using valid product name","chromium","2026-06-04","passed","2026-06-04","Product Search Functionality","Productsearch.spec.js","",""
"","531","TC_PD_004 - Verify page renders successfully","chromium","2026-06-04","passed","2026-06-04","Product Details Functionality","CartManagement.spec.js","",""
"","1268","TC_CF_014 - Verify keyboard navigation support","firefox","2026-06-04","passed","2026-06-04","Checkout Flow Functionality","CheckoutFlow.spec.js","",""
"","650","TC_PF_003 - Verify By Category section is visible","chromium","2026-06-04","passed","2026-06-04","Product Listing & Filters","Productlisting.spec.js","",""
"","810","get started link","firefox","2026-06-04","passed","2026-06-04","","example.spec.js","",""
"","2564","TC_AR_011 - Verify account access after login","firefox","2026-06-04","passed","2026-06-04","Authentication - Practice Software Testing","Authentication.spec.js","",""
"","950","TC_HN_002 - Verify homepage title","webkit","2026-06-04","passed","2026-06-04","Homepage & Navigation - Practice Software Testing","HomePage.spec.js","",""
